id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luogo-da-visitare.orari.giorni,luogo-da-visitare.orari.apertura,luogo-da-visitare.orari.chiusura,luogo-da-visitare.orari.note,luogo-da-visitare.orari.visite,luogo-da-visitare.orari.servizi,luogo-da-visitare.orari.prezzi,luogo-da-visitare.informazioni_storiche,luogo-da-visitare.note,luogo-da-visitare.gestore.nome,luogo-da-visitare.gestore.indirizzo,luogo-da-visitare.gestore.cap,luogo-da-visitare.gestore.localita,luogo-da-visitare.gestore.mobile,luogo-da-visitare.gestore.telefono,luogo-da-visitare.gestore.fax,luogo-da-visitare.gestore.email,luogo-da-visitare.gestore.web,icon
336,Lo Scrigno dei Sapori,Piazza Principe di Camporeale,83,90138,,Palermo,"38.119438100000004,13.3410478",091/531351,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,"mediterranea,internazionale",,,,,,,,,,,,,,,,,,,,,,,,dining
355,Il Ghiottone Raffinato,Via Salvatore Vigo,3,90139,,Palermo,"38.123574,13.357237",091/514744,,3357676349 - 3486893955,ilghiottoneraffinato@tiscali.it,http://www.ilghiottoneraffinato.it/banner/banner.php?immagine=cuore,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
357,Gadir,Via dello Spasimo,44,90133,,Palermo,"38.114640700000002,13.3712477",091/101215,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
360,I Sapori del Mare,Via Re Federico,8,90141,,Palermo,"38.122414999999997,13.346859",091/821458,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
364,Patanegra,Piazza Virgilio,30,90141,,Palermo,"38.1239262,13.348281699999999",091/495192,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
407,Retriglia,Via XII Gennaio,11,90141,,Palermo,"38.125292000000002,13.3523958",091/081223,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
312,Ai vecchietti di Minchiapititto,Piazza Sant'Oliva,10,90141,,Palermo,"38.123235200000003,13.353995400000001",091/85606,,3332244677,info@aivecchietti.it,http://www.aivecchiettidiminchiapititto.com/vecchietti/index.asp,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
350,Sapori Perduti,Via Principe di Belmonte,32,90139,,Palermo,"38.125582299999998,13.361383699999999",091/27387,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
359,I Manciatari,Via Re Federico,109,90138,,Palermo,"38.119394000000007,13.347954100000001",091/71749,,3478358409,imanciatari@libero.it,http://www.manciatari.it/,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
362,Ai Murici,Via Messina Marine, 178-180,90121,,Palermo,"38.101823899999999,13.398074100000001",091/212767,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
377,Ai Maccheronai,Discesa Maccheronai,47,90133,,Palermo,"38.117927000000002,13.3617189",091/118162,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
338,Ristorantino da Spanò,Via degli Scalini,6,90134,,Palermo,"38.116621799999997,13.3539028",,,3485628789,info@ristorantinospano.it,http://www.ristorantinospano.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,Zona mercato del Capo,,,,,,,,,,,,,,,,,,,dining
341,Sesto Canto,Via Sant'Oliva,26,90141,,Palermo,"38.121895299999998,13.353147",091/24543,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,"mediterranea,fusion",,,,,,,,,,,,,,,,,,,,,,,,dining
349,Cin Cin,Via Manin,22,90139,,Palermo,"38.130336200000002,13.354385499999999",091/124095,,,clemente.vincenzo@gmail.com,http://www.ristorantecincin.com/,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
352,Belli Sazi,Via Messina Marine,447,90123,,Palermo,"38.101759899999998,13.3976656",091/646103,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
353,Schiticchio Food & Beverage,Piazza Marina,41765,90133,,Palermo,"38.117665000000002,13.367846399999999",091/114868,,,,,ristoro,Ristorante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dining
347,Frida,Piazza Sant'Onofrio,37,90134,,Palermo,"38.117332400000002,13.359105400000001",091/505440,,3933338092,info@fridapizzeria.it,http://www.fridapizzeria.it/,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
365,Giabal,Via Maddalena Umberto,14,90131,,Palermo,"38.094633000000002,13.308828800000001",,,,info@pizzeriagiabal.it,http://www.pizzeriagiabal.it/,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
418,Pizzottando,Piazza San Francesco Saverio,4,90134,,Palermo,"38.109812300000002,13.358703200000001",091/18408,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
472,Torquemada,Via Pignatelli Aragona,64,90141,,Palermo,"38.120902000000001,13.355374899999999",091/84995,,,,,ristoro,"Ristorante, Pizzeria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
474,Pizzeria Porta Sant'Agata,Via Porta Sant'Agata,10,90134,,Palermo,"38.1096808,13.3617486",091/528450,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
475,Pizzeria Bellini,Piazza Bellini,6,90133,,Palermo,"38.114973399999997,13.3626871",091/165691,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,"europea, italiana, pizza",,,,,,,,,,,,,,,,,,,,,,,,rec_dining
317,Ai vecchietti H...nto,Via Paolo Paternostro,28,90141,,Palermo,"38.123206400000008,13.353347599999999",091/85606,,3332244677,info@aivecchietti.it,http://www.aivecchiettidiminchiapititto.com/vecchietti_pizz/chi_siamo.asp,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
366,Blanco Pizza & Gourmet,Via Nicolò Gallo, 1C,90139,,Palermo,"38.126227,13.3565057",,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
318,Sciuscià,Via Dante Alighieri,212,90141,,Palermo,"38.123831600000003,13.351494600000001",091/82 2700,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
342,Mounir,Via Giovanni da Procida,19,90133,,Palermo,"38.114832100000001,13.364217500000001",091/730005,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
432,La Duchessa,Via Principe di Belmonte,69,90139,,Palermo,"38.124524100000002,13.358733000000001",091/086896,,,laduchessapizzeria@libero.it,http://www.pizzerialaduchessa.it/,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
436,Mudu,Via Enrico Albanese,24,90139,,Palermo,"38.131129399999999,13.3577423",091/257228,,,mudupalermo@hotmail.it,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
437,Pizzeria Italia,Via Orologio,54,90133,,Palermo,"38.120027800000003,13.3587528",091/89885,,,italiaristorantepizzeria@hotmail.it,http://www.pizzeriaitaliapalermo.it/,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
494,Mistral,Piazza Bordonaro,30,90142,,Palermo,"38.165197300000003,13.3685226",091/372285,,,,,ristoro,Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec_dining
486,Villa Costanza,Via Pietro Bonanno,42,90142,,Palermo,"38.150226099999998,13.364035899999999",091/47027,,,,,ristoro,"Pizzeria, American Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
484,Antica Birreria Moretti,Lungomare Cristoforo Colombo,31,90149,Addaura,Palermo,"38.192939,13.341671",091/843882,,,bellomaurizio@alice.it.,http://www.anticabirreriamoretti.com/,ristoro,"Pizzeria, Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
296,Al Pinguino,Piazza Re Ruggero Settimo,86,90141,,Palermo,"38.124770400000003,13.3546215",091/329220,,,,http://www.spinnato.it,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,"lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",19.00,1.00,"venerdi,sabato: chiusura alle 02:00",,,,,,,,,,,,,,,,,,,,coffee
299,Antico Caffè Spinnato,Via Principe di Belmonte, 107-115,90139,,Palermo,"38.123904899999999,13.3572519",091/7495104,091/334725,,,http://www.spinnato.it,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee
301,Coffee & Chocolate,Via Libertà, 100A-B,90143,,Palermo,"38.140804500000002,13.3449422",091/302821,,,,http://www.spinnato.it,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee
300,Coffee & Chocolate,Via Principe di Belmonte,108,90139,,Palermo,"38.1237414,13.356953499999999",091/329220,,,,http://www.spinnato.it,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee
302,Coffee & Chocolate,Via Emanuele Notarbartolo, 7B,90141,,Palermo,"38.133432200000001,13.348527600000001",091/7303123,,,,http://www.spinnato.it,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee
411,Bar Touring,Via Lincoln,15,90133,,Palermo,"38.114536299999997,13.374443400000001",091/167242,,,,,"divertimento, ristoro",Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee
444,Testagrossa,Corso Calatafimi,795,90129,,Palermo,"38.101734999999998,13.326889299999999",091/25315,,,,,ristoro,"Street Food, Focacceria",,,,,,,,,,,,,,,,Tipica focacceria popolare palermitana,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
462,Antica Focacceria San Francesco,Via Alessandro Paternostro,58,90133,,Palermo,"38.116451900000001,13.366172300000001",091/20264,,,,http://www.afsf.it/,ristoro,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
463,Di Martino Drinks & Brunch,Via Giuseppe Mazzini,54,90139,,Palermo,"38.127628299999998,13.355413799999999",091/118820,,,,,ristoro,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
386,Nni Franco U' Vastiddaru,Via Vittorio Emanuele,102,90133,,Palermo,"38.117902899999997,13.366955900000001",,,,,,ristoro,"Street Food, Focacceria",,,,,,,,,,,,,,,,Tipica focacceria popolare palermitana,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
388,Focacceria Basile,Via Bara All'Olivella,76,90133,,Palermo,"38.120618499999999,13.3588342",091/35628,,,,,ristoro,"Street Food, Focacceria",,,,,,,,,,,,,,,,Tipica focacceria popolare palermitana,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
393,Pani Ca' Meusa Porta Carbone,Via Cala,62,90133,,Palermo,"38.118611799999996,13.368121800000001",091/23433,,,,,ristoro,Street Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
447,Antichi Sapori Palermitani,Via Messina Marine,683,90121,,Palermo,"38.097445399999998,13.417291199999999",,,3398470318,,http://antichisaporipalermitani.weebly.com/,ristoro,"Street Food, Focacceria",,,,,,,,,,,,,,,,Tipica focacceria palermitana,,,,,,,,,,,,,,,,,,,,,,,,snack_bar
22,Chiesa di Santa Cita (oggi San Mamiliano),Via Valverde,1,90133,,Palermo,"38.120223000000003,13.3618478",091/32779,,,,http://www.santacita.it,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, Orario invernale (novembre - marzo): lunedì - sabato 9.00 - 16.00 Orario estivo (aprile - ottobre):lunedì - venerdì 9.00 - 18.00 e sabato 9.00 - 15.00,,,,"Costruita nel 1586 su una preesistente chiesa del trecento dedicata alla Santa toscana, S. Zita con annesso ospedale, che divenne convento domenicano intorno al XV secolo. Accanto alla piccola chiesa trecentesca, nel 1458 venne eretta una seconda chiesa; ambedue vennero demolite per la costruzione dell'attuale grande edificio ecclesiale, cominciato nel 1586. La nuova chiesa, eretta su progetto di Giuseppe Giacalone in solenni forme tardo-rinascimentali, fu aperta nel 1603. Dopo il secondo conflitto mondiale, l'edificio ha subito delle notevoli demolizioni, cambiando notevolmente la sua struttura. In quel periodo la chiesa venne adattata ad altri usi, tra cui quello di deposito di derrate alimentari ed aula di Tribunale. Riaperta dopo la guerra e dedicata a S. Mamiliano vi rimangono la grande navata centrale ed il largo transetto, oltre il quale si aprono cinque cappelle, tra cui il cappellone centrale con profondo coro. Fortunatamente, splendidi affreschi ed interessanti opere d'arte realizzate da illustri artisti, come: Antonio Grano, Antonello Gagini, Filippo Paladini etc. si sono conservati. Di notevole interesse è la Cappella di Maria SS. Del Rosario, splendido esempio di decorazione a marmi mischi. La cappella, la cui definizione si protrasse dal 1696 al 1722, è interamente ricoperta da pannelli in marmo disegnato ad intaglio in cui sono contenuti i dieci Misteri del Rosario, scolpiti da Gioacchino Vitagliano; di eccezionale fattura è il paliotto dell'altare, con incrostazioni di pietre semipreziose, ed il pavimento, costituito da lapidi sepolcrali variamente lavorate.",,Centro San Mamiliano,"Via Valverde, 3",90133,Palermo,,091/090308,,,http://centrosanmamiliano.blogspot.it/ - http://centrosanmamiliano.xoom.it/,church
17,Chiesa di Sant' Agostino,Via Francesco Raimondo,3,90134,,Palermo,"38.118020899999998,13.3573658",091/84632,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, feriali 7.00 - 12.00 e 16.00 - 18.00 domenica e festivi 7.00 - 12.00,,,,"Edificata intorno al 1275, durante la dominazione angioina, presenta un interessante prospetto trecentesco con portale arricchito da una serie degradante di archi e più in alto con uno splendido rosone. Il suo interno è ad un'unica navata arricchita da una bella decorazione realizzata da Giacomo Serpotta, nel XVII secolo: le statue a tutto tondo raffigurano santi e personaggi allegorici i cui nomi è agevole rilevare nelle scritte sui sottostanti plinti. La seconda statua posta a destra reca sul dorso la firma del Serpotta e sulla mensola una lucertola, simbolo dell'artista. Sull'arco del presbiterio è l'emblema agostiniano sollevato da sensibili figure di angeli. Inoltre, la chiesa conserva notevoli opere d'arte, come: il busto di Francesco Medici di Ignazio Marabitti; S. Tommaso di Villanova, pittura realizzata da Giuseppe Salerno detto Lo Zoppo di Gangi; altare maggiore in pietre dure del 1792 etc. La chiesa è affiancata da un chiostro della seconda metà del cinquecento, con agili arcate su eleganti colonne; qui è posizionato un sarcofago barocco con coperchio gaginesco , dove è rappresentata una Annunciazione.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
20,Chiesa di Santa Chiara,Piazza Santa Chiara,11,90134,,Palermo,"38.112944900000002,13.3597036",091/31141,,3409840657,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, sabato 17.00 - 18.30 e domenica 9.00 - 10.30,La chiesa è visitabile durante i giorni feriali solo su richiesta.,E' operativo il Centro Salesiano all'interno della chiesa con centro d'accoglienza dalle 06.30 alle 23.00.,,"La chiesa, insieme al convento, fu edificata nel 1344 da Matteo Sclafani nel luogo precedentemente occupato dal palazzo di Matteo Termini, giustiziere di Sicilia e zio dello Sclafani. Il monastero ha subito notevoli danni durante l'incursione aerea del maggio 1943: oggi sussistono gli edifici del fronte settentrionale col vasto cortile orientale, sul quale si affaccia un lungo portico con archi a pieno centro. Nel complesso opera un centro sociale per l'accoglienza dei lavoratori extracomunitari. La chiesa fu completamente rinnovata nel 1678, ha pianta rettangolare con altari laterali, santuario quadrangolare, su cui si innalza una breve cupola, ed abside semicircolare. Il suo elegante interno è ornato da un rivestimento marmoreo, misto a stucchi, da interessanti affreschi ed il suo altare maggiore è impreziosito da marmi e pietre semipreziose. Di notevole interesse sono la tela eseguita da Olivio Sozzi nel 1735 raffigurante S. Chiara reca in mano il Sacramento e quella realizzata da Gaspare Serenario con la Crocifissione. L'arco trionfale conserva gli affreschi di Antonio Grano con l'Apoteosi della Trinità. Nel presbiterio, tra il festoso ed elaborato rincorrersi di marmi e figurazioni, sono incastonati due quadroni, eseguiti da Guglielmo Borremans con storie di S. Francesco e S. Chiara.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
26,Chiesa di San Francesco d'Assisi,Piazza San Francesco D'Assisi, ,90133,,Palermo,"38.116487599999999,13.366416600000001",091/82370,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, tutti i giorni: 07.00 - 11.30 e 16.00 - 18.00 domenica 7.00 - 13.00 e 16.30 - 18.00,,,,"La chiesa fu edificata due volte in trent'anni in seguito alla distruzione della prima, ordinata da Federico II per vendicarsi della scomunica subita dal Papa. L'attuale edificio fu costruita tra il 1255 ed il 1277. la definizione della facciata avvenne all'inizio del XIV secolo con la costruzione del portale a triplice ghiera, il quale termina in alto con un timpano triangolare, ove è iscritta una trifora cieca, decorata da pitture. Nel 1872, il prospetto fu interessato da un profondo restauro, eseguito sotto la direzione di Giuseppe Patricolo, il quale sostituì il rosone precedente, che era andato perduto durante le trasformazioni apportate alla chiesa, basandosi sul disegno del coevo rosone della chiesa di S. Agostino. L'interno è ampio a tre navate con profonde cappelle, tra le quali, di notevole rilievo , da menzionare sono: la Cappella Mastrantonio, realizzata da Francesco Laurana nel 1462, importante opera del primo rinascimento e la Cappella dell'Immacolata, a destra del presbiterio, decorata nel 1624 a spese del Senato cittadino, dove è possibile apprezzare la meravigliosa decorazione a marmi mischi che copre senza soluzione di continuità le pareti su cui si affacciano otto statue di Santi. Tra le opere d'arte presenti al suo interno, si possono ammirare quelle realizzate da Domenico e Antonello Gagini, Pietro Novelli, Giacomo Serpotta etc.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
41,Chiesa di Santa Maria della Pietà,Via Torremuzza,1,90133,,Palermo,"38.1172428,13.3720626",091/165266,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,, lunedì - sabato 9.00 - 12.00 e 16.00 - 19.00 domenica e festivi 8.00 - 12.00,,,,"Costruita nel 1678 dall'architetto Giacomo Amato per le suore domenicane che avevano il loro convento nel Palazzo Abatellis. Rappresenta un ottimo esempio di chiesa in stile barocco dove il prospetto è una chiara derivazione da esempi romani, con una impostazione su due ordini in cui si dà forte risalto all'effetto chiaroscurale, ottenuto con la posizione sporgente delle colonne, l'inserimento di nicchie e rosoni e la prepotente figuratività della finestra circolare; ne deriva una ricomposizione di elementi classici, in reciproca relazione dinamica, tipica di un gusto colto e raffinato. L'interno è ad unica navata con altari laterali e coro all'ingresso, sostenuto da agili colonne; si conclude con un cappellone semicircolare dove è posto l'altare maggiore. La decorazione, in stucco e oro, si fonde con estrema eleganza alla composizione spaziale dei paramenti murari. La chiesa conserva importantissime opere pittoriche settecentesche che ne fanno una vera galleria di quel gusto pieno, dinamico, di grande ricchezza cromatica, che fu tipico del XVIII secolo. Le decorazioni a stucchi furono eseguite da Giacomo e Procopio Serpotta e gli splendidi affreschi furono realizzati da Guglielmo Borremans. Nel coro è la grande grata dorata che rappresenta il sole nascente e la Fede che illumina la vita delle religiose. La volta, compositivamente elaborata, fu affrescata nel 1708 da Antonio Grano e rappresenta il Trionfo dell'Ordine Domenicano. L'altare maggiore in marmi vari, ha disegno neoclassico con la mensa sostenuta da angioli dorati e prezioso tabernacolo in lapislazzuli e diaspro.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
43,Chiesa di Santa Maria in Valverde,Largo Cavalieri di Malta, ,90133,,Palermo,"38.1202836,13.364128900000001",091/32779,,,,http://www.santacita.it,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,ORARIO INVERNALE (Novembre-Marzo) dal lunedì al sabato ore 9.00-16.00 ORARIO ESTIVO (Aprile - Ottobre) dal lunedì al venerdì ore 9.00-18.00,,,,"Splendido esempio d'arte barocca, edificata nel1633 su progetto di Mariano Smiriglio. Alla chiesa era annesso un convento, fondato intorno al XII secolo, più volte rimaneggiato fino al 1905, anno in cui fu demolito per la costruzione di una scuola. L'edificio presenta due ingressi: il primo è nel prospetto principale, rifatto nel XIX secolo; il secondo è un elegante portale barocco in pietra con splendido disegno e concluso da un timpano dalla complessa composizione ottenuta da un gioco di volute. Accanto al prospetto secondario è posto un campanile settecentesco in pietra formato da tre ordini sovrapposti dall'elegante disegno architettonico. L'interno è ad aula rettangolare con cappellone semicircolare e presenta una decorazione a marmi mischi e stucchi ad opera di Paolo Amato, creando un insieme armonioso e festoso di volute, ghirlande, panneggi, putti ed angeli. Altrettanto interessanti sono gli affreschi del sottocoro, di Olivio Sozzi che rappresentano La Gloria della Vergine,e della volta, di Antonio Grano con alcune scene bibliche.",,Centro San Mamiliano,"Via Valverde, 3",90133,Palermo,,091/090308,,,http://centrosanmamiliano.blogspot.it/ - http://centrosanmamiliano.xoom.it/,church
7,Cattedrale,Corso Vittorio Emanuele, ,90134,,Palermo,"38.114898799999999,13.359110899999999",091/34373,091/34375,,cattedrale@diocesipa.it - segreteriacattedrale@diocesipa.it,http://www.cattedrale.palermo.it/,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,"Orario Cattedrale da lunedì a sabato 7.00 - 19.00 domenica e festivi 8.00 - 13.00 e 16.00 - 19.00 Orario tomba, cripta, tesoro tutti i giorni 9.00 - 13.30 da novembre a febbraio e 9.00 - 17.30 da marzo ad ottobre.",,,Area Monumentale (tesoro + cripta + tombe reali) 3.00. Area Monumentale + Museo Diocesano 5. Riduzioni per ragazzi al di sotto dei 18 anni: 1.00 - adulti over 65 anni 2.00. E' noleggiabile impianto di radioguida. obbligatorio in caso di guida turistica a seguito al costo di: 1.50.,"E' considerata il libro di storia di Palermo, poiché tutte le dominazioni che si sono succedute nel corso dei secoli hanno lasciato traccia del loro passaggio; la costruzione risale al 1184. Suggestivo è il prospetto meridionale (quello posto su via Vittorio Emanuele) con il bellissimo portico realizzato nel 1453, il quale rappresenta un capolavoro del gotico fiorito catalaneggiante e la balaustra in marmo che circonda il piano della Cattedrale del 1574, realizzata da Vincenzo Gagini e successivamente ornata da statue di santi e sante siciliane. L' ampio interno fu radicalmente trasformato tra gli anni 1781 e 1801, donando alla spazialità barocca una corretta proporzionalità neoclassica in cui la cupola è l'elemento essenziale d'equilibrio. Di ragguardevole interesse sono le tombe reali in porfido rosso, in particolare quella di Federico II; la cappella con l'urna argentea di Santa Rosalia, patrona di Palermo, che viene portata in processione ogni 15 luglio;l'acquasantiera realizzata da Domenico Gagini del '500 con conca a conchiglia e rilievi rappresentanti il Battesimo di Gesù e l'Annunciazione; l'Altare Maggiore in pietre semipreziose e legni pregiati del 1794 e il tesoro, ricco di paramenti sacri, calici, breviari, ostensori etc., per la maggior parte dei secoli XVI, XVII e XVIII, sicuramente di notevole interesse è la tiara appartenuta a Costanza d'Aragona, rinvenuta nel suo sepolcro.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
8,Chiesa del Monastero delle Cappuccinelle,Via Cappuccinelle,109,90138,,Palermo,"38.116008299999997,13.351992900000001",091/114745,,,,,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,martedì e mercoledì 9.00 - 12.00 giovedì 9.30 - 12.30 e 15.00 - 18.00 domenica 10.30 - 12.30 e 15.00 - 18.00,,,,"Il complesso monastico fu edificato tra il 1732 e il 1750 per ospitare le suore dell'ordine delle Cappuccine sotto la regola di S. Chiara. La chiesa presenta una severa facciata ornata da buoni stucchi settecenteschi e un interno ad un'unica spaziosa navata con ampie nicchie laterali, dove si possono ammirare interessanti tele seicentesche. Il presbiterio è chiuso da una grata secondo l'uso delle monache di clausura, così come il coro, posto sopra l'ingresso, il quale è chiuso da una grata in ferro battuto. La Chiesa è provvista di una grande cripta (accessibile soltanto alle monache di clausura) che ospitava i corpi senza vita delle consorelle e di nobildonne palermitane.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
13,Chiesa dell'Immacolata Concezione al Capo,Via Porta Carini,38,90134,,Palermo,"38.118485700000001,13.3541904",091/28430,,,,www.santippolito.arcidiocesi.palermo.it/concezione,luogo da visitare,Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,tutti i giorni 9.00 - 12.30,,,,"Un tempo la chiesa era annessa al vastissimo monastero benedettino, fondato nel 1576. Il convento si estese nei secoli successivi fino a raggiungere il limite settentrionale delle mura cittadine. Trasformato in ospedale dopo la confisca dei beni ecclesiastici nel 1866, è stato demolito, insieme ad una vasta zona limitrofa, nel 1932 per la costruzione del palazzo di Giustizia. La chiesa fu costruita nel 1612 su progetto di Orazio Nobili, ha facciata esterna a due ordini, severamente impostata secondo i canoni del primo barocco romano. L'interno è ad un' unica navata, riccamente decorata da marmi mischi e stucchi dorati . Il soffitto a botte è decorato da stucchi dorati e dall'affresco di Olivio Sozzi con il Trionfo degli Ordini religiosi. Sulle pareti laterali si aprono brevi cappelle ornate da colonne tortili con intarsio in pietra azzurra. Agli altari sono posti paliotti raffiguranti elaborate architetture, segno del più alto virtuosismo dell'artigianato decorativo siciliano. Nel suo insieme è talmente sfarzosa da lasciare a bocca aperta tutti i visitatori.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,church
